
"Banco de México"

"Índices de Precios al Consumidor y UDIS"
"Principales índices mensuales"

"Fecha de consulta: 17/10/2022 05:39:53"

"Aviso importante: Algunas de las series que está consultando registra un cambio, por favor consulte los metadatos de las mismas."

"Título","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Mercancías no Alimenticias","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Vivienda","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Educación (colegiaturas)","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Otros Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Frutas y Verduras","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Pecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno"
01/06/1994,14.302895000000,15.734886000000,14.302895000000,15.734886000000,14.107161000000,10.853163000000,17.265989000000,17.500928000000,20.409291000000,11.840059000000,16.897850000000,10.557239000000,11.736634000000,9.873200000000,12.940038000000,9.649270000000,8.043858000000,12.719677000000
01/07/1994,14.366327000000,15.790024000000,14.366327000000,15.790024000000,14.140393000000,10.887524000000,17.293148000000,17.584964000000,20.506549000000,11.845407000000,16.985870000000,10.636924000000,11.886734000000,10.150819000000,12.998032000000,9.665694000000,8.064460000000,12.727583000000
01/08/1994,14.433287000000,15.869278000000,14.433287000000,15.869278000000,14.230015000000,10.948774000000,17.414669000000,17.647088000000,20.594656000000,11.934905000000,17.030978000000,10.673803000000,11.931309000000,10.274850000000,12.985717000000,9.696121000000,8.107758000000,12.732022000000
01/09/1994,14.535937000000,15.998047000000,14.535937000000,15.998047000000,14.321553000000,11.070557000000,17.447787000000,17.823823000000,20.675944000000,13.288587000000,17.118041000000,10.714032000000,11.983686000000,10.389559000000,12.993286000000,9.725871000000,8.149763000000,12.737019000000
01/10/1994,14.612245000000,16.079442000000,14.612245000000,16.079442000000,14.413664000000,11.158415000000,17.534410000000,17.887533000000,20.758447000000,13.287692000000,17.180394000000,10.776086000000,12.010040000000,10.461393000000,12.987068000000,9.821684000000,8.282209000000,12.758750000000
01/11/1994,14.690361000000,16.162663000000,14.690361000000,16.162663000000,14.491812000000,11.222284000000,17.624299000000,17.975139000000,20.834776000000,13.293707000000,17.286381000000,10.839844000000,12.107951000000,10.684753000000,12.994877000000,9.855170000000,8.327057000000,12.769211000000
01/12/1994,14.819204000000,16.288165000000,14.819204000000,16.288165000000,14.595038000000,11.310181000000,17.737607000000,18.127750000000,20.972894000000,13.293707000000,17.469393000000,10.971407000000,12.288229000000,11.003495000000,13.074967000000,9.944224000000,8.439664000000,12.810286000000
01/01/1995,15.376991000000,16.890327000000,15.376991000000,16.890327000000,15.237381000000,11.784140000000,18.554849000000,18.653871000000,21.523160000000,13.345820000000,18.051544000000,11.408849000000,12.855291000000,11.286052000000,13.838295000000,10.269996000000,8.793512000000,13.076073000000
01/02/1995,16.028707000000,17.662321000000,16.028707000000,17.662321000000,16.090578000000,12.431819000000,19.612487000000,19.286762000000,22.351294000000,13.395844000000,18.658703000000,11.766410000000,13.434795000000,11.728480000000,14.509228000000,10.429910000000,8.804557000000,13.530050000000
01/03/1995,16.973617000000,18.497775000000,16.973617000000,18.497775000000,16.986568000000,13.121405000000,20.707811000000,20.034298000000,23.170273000000,13.412039000000,19.578584000000,12.846490000000,13.973754000000,12.025207000000,15.201924000000,11.940201000000,9.836499000000,15.896544000000
01/04/1995,18.326133000000,19.899873000000,18.326133000000,19.899873000000,18.517006000000,14.188945000000,22.711827000000,21.256182000000,24.679415000000,13.458176000000,20.931391000000,14.013731000000,14.676269000000,12.613261000000,15.976688000000,13.476755000000,11.558906000000,17.176942000000
01/05/1995,19.092090000000,20.882865000000,19.092090000000,20.882865000000,19.743835000000,15.122419000000,24.224545000000,21.924889000000,25.723213000000,13.516736000000,21.476496000000,14.296541000000,15.333313000000,13.542417000000,16.459916000000,13.461349000000,11.437162000000,17.339219000000
01/06/1995,19.698024000000,21.595239000000,19.698024000000,21.595239000000,20.612582000000,15.817669000000,25.254440000000,22.434342000000,26.525815000000,13.654793000000,21.856437000000,14.651097000000,16.001865000000,14.824161000000,16.737499000000,13.565611000000,11.531098000000,17.464548000000
01/07/1995,20.099588000000,22.046321000000,20.099588000000,22.046321000000,21.117336000000,16.282663000000,25.779192000000,22.812321000000,27.068490000000,13.750772000000,22.185138000000,14.927758000000,16.445890000000,15.840762000000,16.816611000000,13.708805000000,11.727091000000,17.524400000000
01/08/1995,20.432981000000,22.456756000000,20.432981000000,22.456756000000,21.595572000000,16.634068000000,26.383921000000,23.133074000000,27.487914000000,14.004128000000,22.445453000000,15.085481000000,16.690447000000,16.126358000000,17.034825000000,13.797270000000,11.843321000000,17.569515000000
01/09/1995,20.855643000000,22.982120000000,20.855643000000,22.982120000000,22.113061000000,17.042884000000,27.003828000000,23.659270000000,27.852441000000,15.830102000000,22.708190000000,15.276022000000,16.965174000000,16.444582000000,17.281616000000,13.920642000000,11.955109000000,17.716749000000
01/10/1995,21.284762000000,23.383809000000,21.284762000000,23.383809000000,22.607548000000,17.414007000000,27.619725000000,23.940889000000,28.220314000000,15.833882000000,23.005106000000,15.732786000000,17.630477000000,17.808185000000,17.501770000000,14.211028000000,12.346809000000,17.847777000000
01/11/1995,21.809608000000,23.860400000000,21.809608000000,23.860400000000,23.139725000000,17.929428000000,28.142632000000,24.341612000000,28.617262000000,15.833882000000,23.536620000000,16.321050000000,18.562561000000,18.633962000000,18.500709000000,14.525093000000,12.804286000000,17.932779000000
01/12/1995,22.520167000000,24.530240000000,22.520167000000,24.530240000000,23.856990000000,18.550914000000,28.935690000000,24.942321000000,29.441075000000,15.854072000000,24.132986000000,17.068619000000,19.471643000000,19.457519000000,19.463437000000,15.143538000000,13.357448000000,18.682930000000
01/01/1996,23.329754000000,25.325838000000,23.329754000000,25.325838000000,24.665913000000,19.272822000000,29.804760000000,25.708335000000,30.274343000000,16.201220000000,24.977805000000,17.854831000000,20.174744000000,19.322132000000,20.699727000000,15.995413000000,13.884423000000,20.110082000000
01/02/1996,23.874262000000,25.926111000000,23.874262000000,25.926111000000,25.329587000000,19.827295000000,30.563389000000,26.221125000000,30.930740000000,16.275401000000,25.508917000000,18.252911000000,20.622162000000,18.729357000000,21.808972000000,16.353936000000,14.185632000000,20.577592000000
01/03/1996,24.399826000000,26.531143000000,24.399826000000,26.531143000000,26.045577000000,20.394815000000,31.418803000000,26.680503000000,31.498632000000,16.303718000000,26.013666000000,18.586478000000,20.991764000000,18.810568000000,22.361847000000,16.658584000000,14.442477000000,20.973340000000
01/04/1996,25.093450000000,27.261873000000,25.093450000000,27.261873000000,26.854356000000,21.245758000000,32.131916000000,27.303676000000,32.254330000000,16.353522000000,26.707297000000,19.161822000000,21.820766000000,20.135613000000,22.874320000000,17.031538000000,14.904647000000,21.210191000000
01/05/1996,25.550842000000,27.757485000000,25.550842000000,27.757485000000,27.396405000000,21.634253000000,32.829157000000,27.734277000000,32.809118000000,16.395853000000,27.156444000000,19.513703000000,22.625413000000,20.942228000000,23.677003000000,17.022617000000,14.809078000000,21.346185000000
01/06/1996,25.966902000000,28.234690000000,25.966902000000,28.234690000000,27.899841000000,22.007917000000,33.461241000000,28.171460000000,33.236421000000,16.445229000000,27.725843000000,19.780752000000,23.008997000000,21.200458000000,24.140053000000,17.196683000000,15.015978000000,21.471486000000
01/07/1996,26.336031000000,28.658923000000,26.336031000000,28.658923000000,28.312666000000,22.304365000000,33.991571000000,28.602532000000,33.771645000000,16.511060000000,28.185300000000,20.016082000000,23.277189000000,21.220673000000,24.565878000000,17.405686000000,15.242911000000,21.657967000000
01/08/1996,26.686072000000,29.044863000000,26.686072000000,29.044863000000,28.741970000000,22.552754000000,34.615318000000,28.929048000000,34.190629000000,16.735109000000,28.467593000000,20.272391000000,23.569722000000,21.066354000000,25.142634000000,17.632977000000,15.499356000000,21.844580000000
01/09/1996,27.112751000000,29.552442000000,27.112751000000,29.552442000000,29.175360000000,22.839425000000,35.201676000000,29.518759000000,34.552154000000,19.092663000000,28.705106000000,20.509926000000,23.827863000000,21.044103000000,25.579054000000,17.853943000000,15.760789000000,22.005677000000
01/10/1996,27.451168000000,29.887714000000,27.451168000000,29.887714000000,29.545814000000,23.094458000000,35.690832000000,29.805450000000,34.870197000000,19.093656000000,29.056163000000,20.833378000000,24.077957000000,21.132310000000,25.931990000000,18.235599000000,16.327840000000,22.090335000000
01/11/1996,27.867083000000,30.247753000000,27.867083000000,30.247753000000,29.954719000000,23.372426000000,36.235026000000,30.099777000000,35.202737000000,19.093656000000,29.411775000000,21.335018000000,24.634278000000,21.411830000000,26.664040000000,18.693358000000,16.979590000000,22.239426000000
01/12/1996,28.759336000000,30.895111000000,28.759336000000,30.895111000000,30.499783000000,23.801094000000,36.890294000000,30.861256000000,36.106044000000,19.108025000000,30.290881000000,22.661230000000,25.354261000000,21.734276000000,27.636474000000,20.501465000000,17.808887000000,25.753321000000
01/01/1997,29.498886000000,31.666584000000,29.498886000000,31.666584000000,31.361678000000,24.699202000000,37.660759000000,31.509379000000,36.905276000000,19.314230000000,30.952969000000,23.289492000000,26.227072000000,22.712743000000,28.441249000000,20.934557000000,18.100583000000,26.439019000000
01/02/1997,29.994598000000,32.216438000000,29.994598000000,32.216438000000,31.884156000000,25.084547000000,38.319706000000,32.083476000000,37.536686000000,19.569924000000,31.581656000000,23.645485000000,26.508365000000,22.950134000000,28.750243000000,21.349802000000,18.336494000000,27.169819000000
01/03/1997,30.367889000000,32.629063000000,30.367889000000,32.629063000000,32.290055000000,25.322874000000,38.905250000000,32.497414000000,37.986132000000,19.593341000000,32.089973000000,23.916597000000,26.598794000000,23.062912000000,28.826365000000,21.764623000000,18.584339000000,27.879464000000
01/04/1997,30.695972000000,33.043084000000,30.695972000000,33.043084000000,32.701262000000,25.643056000000,39.403473000000,32.907947000000,38.362210000000,19.671906000000,32.636006000000,24.051571000000,26.659131000000,22.998978000000,28.965763000000,21.958946000000,18.576164000000,28.420208000000
01/05/1997,30.976119000000,33.468573000000,30.976119000000,33.468573000000,33.126891000000,25.911873000000,39.994675000000,33.326149000000,38.789730000000,19.734552000000,33.159961000000,24.022693000000,26.664519000000,22.594764000000,29.231914000000,21.902797000000,18.413290000000,28.540923000000
01/06/1997,31.250957000000,33.823550000000,31.250957000000,33.823550000000,33.487296000000,26.125379000000,40.512306000000,33.668559000000,39.186526000000,19.773342000000,33.553170000000,24.119654000000,26.658045000000,22.542374000000,29.254677000000,22.082066000000,18.667560000000,28.600939000000
01/07/1997,31.523211000000,34.101089000000,31.523211000000,34.101089000000,33.672740000000,26.195142000000,40.827016000000,34.053948000000,39.555761000000,19.849299000000,34.051337000000,24.363929000000,26.988796000000,23.759073000000,29.021111000000,22.257312000000,18.921858000000,28.649994000000
01/08/1997,31.803502000000,34.374633000000,31.803502000000,34.374633000000,33.880965000000,26.249898000000,41.208826000000,34.402703000000,39.884889000000,20.139596000000,34.437458000000,24.640013000000,27.485195000000,25.284081000000,28.862223000000,22.357760000000,19.060365000000,28.690269000000
01/09/1997,32.199613000000,34.866829000000,32.199613000000,34.866829000000,34.240925000000,26.590113000000,41.572661000000,35.048190000000,40.225734000000,22.748874000000,34.735053000000,24.818821000000,27.716535000000,25.240972000000,29.268083000000,22.494614000000,19.277630000000,28.697272000000
01/10/1997,32.456941000000,35.187750000000,32.456941000000,35.187750000000,34.583575000000,26.852780000000,41.992806000000,35.337203000000,40.562918000000,22.754373000000,35.073498000000,24.932372000000,27.490641000000,24.280644000000,29.509954000000,22.878411000000,19.876790000000,28.733914000000
01/11/1997,32.820042000000,35.536755000000,32.820042000000,35.536755000000,34.934417000000,27.098250000000,42.451317000000,35.678125000000,41.064415000000,22.755418000000,35.386383000000,25.300912000000,27.702158000000,24.480154000000,29.728929000000,23.371753000000,20.661778000000,28.756185000000
01/12/1997,33.279875000000,35.981498000000,33.279875000000,35.981498000000,35.253572000000,27.237591000000,42.969687000000,36.268834000000,41.728928000000,22.755418000000,36.102541000000,25.761504000000,28.346859000000,25.397829000000,30.199276000000,23.685419000000,21.057501000000,28.943610000000
01/01/1998,34.003924000000,36.668249000000,34.003924000000,36.668249000000,35.860077000000,27.927511000000,43.441973000000,37.042119000000,42.573207000000,23.074720000000,36.962434000000,26.514668000000,29.117439000000,26.760301000000,30.592356000000,24.424211000000,21.408353000000,30.359272000000
01/02/1998,34.599238000000,37.377396000000,34.599238000000,37.377396000000,36.635635000000,28.720380000000,44.153684000000,37.658284000000,43.264568000000,23.277051000000,37.648014000000,26.844315000000,29.387690000000,26.850040000000,30.977289000000,24.800939000000,21.614165000000,31.036054000000
01/03/1998,35.004533000000,37.793036000000,35.004533000000,37.793036000000,37.061910000000,29.010587000000,44.720474000000,38.053980000000,43.782238000000,23.298395000000,38.059551000000,27.203054000000,29.799939000000,26.887254000000,31.627933000000,25.116825000000,21.836261000000,31.520532000000
01/04/1998,35.332042000000,38.224997000000,35.332042000000,38.224997000000,37.494183000000,29.336706000000,45.256845000000,38.478337000000,44.283211000000,23.319307000000,38.547500000000,27.300793000000,29.942914000000,26.943012000000,31.826307000000,25.178475000000,21.827142000000,31.703024000000
01/05/1998,35.613481000000,38.636125000000,35.613481000000,38.636125000000,37.921042000000,29.614523000000,45.839837000000,38.863373000000,44.743975000000,23.424402000000,38.958164000000,27.304355000000,30.426907000000,28.036463000000,31.921872000000,24.799436000000,21.179541000000,31.760479000000
01/06/1998,36.034420000000,39.092419000000,36.034420000000,39.092419000000,38.503816000000,30.253037000000,46.323089000000,39.157543000000,45.160710000000,23.459077000000,39.231200000000,27.627906000000,30.957832000000,29.191259000000,32.055151000000,24.957624000000,21.324485000000,31.946567000000
01/07/1998,36.381878000000,39.393666000000,36.381878000000,39.393666000000,38.742033000000,30.397439000000,46.661271000000,39.530741000000,45.549103000000,23.519032000000,39.691673000000,28.046128000000,31.674217000000,30.473219000000,32.410839000000,25.138119000000,21.526490000000,32.097511000000
01/08/1998,36.731632000000,39.799282000000,36.731632000000,39.799282000000,39.147866000000,30.647534000000,47.232478000000,39.929309000000,45.962113000000,23.755608000000,40.131271000000,28.261594000000,31.954881000000,30.327839000000,32.962487000000,25.301520000000,21.634566000000,32.359533000000
01/09/1998,37.327376000000,40.565821000000,37.327376000000,40.565821000000,39.873861000000,31.377023000000,47.914039000000,40.732549000000,46.568460000000,26.765637000000,40.420714000000,28.477593000000,32.207547000000,30.188312000000,33.464614000000,25.488175000000,21.818989000000,32.556652000000
01/10/1998,37.862269000000,41.134325000000,37.862269000000,41.134325000000,40.609198000000,32.086458000000,48.639883000000,41.087761000000,47.157540000000,26.771222000000,40.688831000000,28.911362000000,32.693132000000,31.462262000000,33.447871000000,25.880390000000,22.408122000000,32.632932000000
01/11/1998,38.532786000000,41.604787000000,38.532786000000,41.604787000000,41.107196000000,32.382673000000,49.353690000000,41.516721000000,47.624283000000,26.775296000000,41.221039000000,29.940332000000,33.573095000000,33.592770000000,33.530916000000,27.027337000000,24.217535000000,32.710806000000
01/12/1998,39.472974000000,42.254980000000,39.472974000000,42.254980000000,41.698789000000,32.778527000000,50.148614000000,42.227618000000,48.402629000000,26.785404000000,42.097900000000,31.401794000000,35.232428000000,36.907888000000,34.134654000000,28.330247000000,24.990991000000,34.948109000000
01/01/1999,40.469770000000,43.271575000000,40.469770000000,43.271575000000,42.888162000000,34.232965000000,50.952366000000,43.016164000000,49.189065000000,26.938809000000,43.091569000000,32.296084000000,36.625382000000,40.113701000000,34.372251000000,28.826820000000,25.197423000000,35.948897000000
01/02/1999,41.013643000000,44.062772000000,41.013643000000,44.062772000000,43.669109000000,34.811214000000,51.934549000000,43.806648000000,49.835522000000,27.226174000000,44.166536000000,32.310001000000,36.067707000000,37.883723000000,34.879714000000,29.295925000000,25.560761000000,36.612185000000
01/03/1999,41.394684000000,44.757770000000,41.394684000000,44.757770000000,44.287377000000,35.141567000000,52.865858000000,44.583747000000,50.584444000000,27.300234000000,45.191923000000,32.037960000000,35.083183000000,34.779538000000,35.245506000000,29.591463000000,25.823763000000,36.972907000000
01/04/1999,41.774577000000,45.293817000000,41.774577000000,45.293817000000,44.831502000000,35.464119000000,53.647108000000,45.100961000000,51.054179000000,27.410289000000,45.879859000000,32.080676000000,35.004088000000,34.335208000000,35.399004000000,29.731157000000,25.869598000000,37.274956000000
01/05/1999,42.025877000000,45.732964000000,42.025877000000,45.732964000000,45.303236000000,35.721645000000,54.351094000000,45.492957000000,51.553847000000,27.488537000000,46.280948000000,31.939777000000,35.230516000000,34.846387000000,35.443949000000,29.297824000000,24.981011000000,37.589090000000
01/06/1999,42.302006000000,46.088449000000,42.302006000000,46.088449000000,45.673689000000,35.940367000000,54.884046000000,45.824215000000,52.047760000000,27.570276000000,46.554215000000,32.039800000000,35.254293000000,35.003074000000,35.383090000000,29.458500000000,25.185029000000,37.682907000000
01/07/1999,42.581580000000,46.392671000000,42.581580000000,46.392671000000,45.874739000000,36.086848000000,55.139781000000,46.249371000000,52.437634000000,27.609779000000,47.132386000000,32.252073000000,35.441289000000,35.895476000000,35.120835000000,29.690761000000,25.521855000000,37.748269000000
01/08/1999,42.821255000000,46.743516000000,42.821255000000,46.743516000000,46.194478000000,36.317313000000,55.549493000000,46.632344000000,52.821359000000,27.960030000000,47.527669000000,32.253978000000,35.228118000000,35.661040000000,34.921391000000,29.863945000000,25.768889000000,37.803906000000
01/09/1999,43.235018000000,47.313031000000,43.235018000000,47.313031000000,46.495088000000,36.520095000000,55.951452000000,47.520796000000,53.192033000000,31.626882000000,47.997368000000,32.329452000000,35.018024000000,35.190426000000,34.877338000000,30.166786000000,26.195014000000,37.911016000000
01/10/1999,43.508851000000,47.653206000000,43.508851000000,47.653206000000,46.899710000000,36.815136000000,56.465839000000,47.776559000000,53.526480000000,31.627991000000,48.267450000000,32.452803000000,34.771487000000,34.491385000000,34.919098000000,30.584621000000,26.832450000000,37.975819000000
01/11/1999,43.895776000000,47.955931000000,43.895776000000,47.955931000000,47.256616000000,37.012805000000,56.995050000000,48.008041000000,53.801594000000,31.628134000000,48.535565000000,32.984077000000,34.761696000000,34.429541000000,34.942456000000,31.546427000000,28.189403000000,38.309948000000
01/12/1999,44.335516000000,48.343133000000,44.335516000000,48.343133000000,47.579855000000,37.258370000000,57.394076000000,48.466894000000,54.192977000000,31.633447000000,49.196114000000,33.501446000000,35.320788000000,35.556768000000,35.139360000000,32.030223000000,28.924510000000,38.389938000000
01/01/2000,44.930830000000,48.969170000000,44.930830000000,48.969170000000,48.134560000000,37.869812000000,57.849611000000,49.169591000000,54.831037000000,31.901764000000,50.093903000000,33.997198000000,35.656676000000,35.932080000000,35.449852000000,32.652955000000,29.224948000000,39.575323000000
01/02/2000,45.329380000000,49.507968000000,45.329380000000,49.507968000000,48.651394000000,38.316538000000,58.422379000000,49.726207000000,55.392364000000,32.192772000000,50.733192000000,34.089599000000,35.241141000000,34.309488000000,35.803138000000,33.149796000000,29.582911000000,40.322848000000
01/03/2000,45.580681000000,49.828171000000,45.580681000000,49.828171000000,49.000164000000,38.597266000000,58.833901000000,50.006160000000,55.708654000000,32.208673000000,51.066496000000,34.186920000000,35.022979000000,33.463394000000,35.984931000000,33.498293000000,30.002616000000,40.564544000000
01/04/2000,45.840018000000,50.089983000000,45.840018000000,50.089983000000,49.235287000000,38.772777000000,59.127905000000,50.296194000000,56.059294000000,32.217913000000,51.394572000000,34.425075000000,35.343854000000,34.487630000000,35.857739000000,33.670414000000,30.193813000000,40.710893000000
01/05/2000,46.011379000000,50.309097000000,46.011379000000,50.309097000000,49.461958000000,38.909748000000,59.450218000000,50.502411000000,56.362827000000,32.350315000000,51.542668000000,34.489851000000,35.870279000000,35.382470000000,36.149154000000,33.367505000000,29.614463000000,40.860430000000
01/06/2000,46.283920000000,50.477976000000,46.283920000000,50.477976000000,49.571907000000,38.947036000000,59.641724000000,50.740448000000,56.646648000000,32.438795000000,51.790111000000,34.952919000000,36.633334000000,37.185716000000,36.249313000000,33.591364000000,29.964769000000,40.880407000000
01/07/2000,46.464466000000,50.645768000000,46.464466000000,50.645768000000,49.681201000000,39.004173000000,59.807876000000,50.976887000000,56.849377000000,32.499085000000,52.111675000000,35.147376000000,36.737325000000,37.523568000000,36.204329000000,33.857736000000,30.361600000000,40.937708000000
01/08/2000,46.719785000000,50.857468000000,46.719785000000,50.857468000000,49.876658000000,39.117026000000,60.092144000000,51.204888000000,57.002590000000,32.922340000000,52.344031000000,35.474187000000,36.944111000000,38.240669000000,36.086049000000,34.279912000000,30.919608000000,41.147420000000
01/09/2000,47.061072000000,51.249209000000,47.061072000000,51.249209000000,50.049120000000,39.285684000000,60.259641000000,51.857920000000,57.171722000000,36.396395000000,52.534598000000,35.692746000000,36.916206000000,38.357637000000,35.965936000000,34.694602000000,31.504948000000,41.291013000000
01/10/2000,47.385136000000,51.517163000000,47.385136000000,51.517163000000,50.225221000000,39.428549000000,60.466076000000,52.233589000000,57.421671000000,36.427904000000,53.126756000000,36.108730000000,37.206472000000,39.362735000000,35.800860000000,35.210426000000,32.291081000000,41.372340000000
01/11/2000,47.790288000000,51.844652000000,47.790288000000,51.844652000000,50.532869000000,39.624702000000,60.891170000000,52.579838000000,57.666084000000,36.427904000000,53.669662000000,36.644038000000,37.216513000000,39.152450000000,35.951159000000,36.163681000000,33.799386000000,41.429588000000
01/12/2000,48.307671000000,52.136690000000,48.307671000000,52.136690000000,50.763848000000,39.756228000000,61.229316000000,52.941573000000,57.948049000000,36.427904000000,54.214262000000,37.580054000000,38.877370000000,42.754751000000,36.374559000000,36.521834000000,34.313690000000,41.538911000000
01/01/2001,48.575476000000,52.524223000000,48.575476000000,52.524223000000,51.154392000000,40.196469000000,61.538276000000,53.318948000000,58.412073000000,36.708335000000,54.551001000000,37.591134000000,38.398598000000,40.888414000000,36.779581000000,36.923007000000,34.734036000000,41.922402000000
01/02/2001,48.543328000000,52.920347000000,48.543328000000,52.920347000000,51.541543000000,40.588947000000,61.897555000000,53.719405000000,58.797856000000,36.916467000000,55.026649000000,36.702649000000,35.905804000000,34.738698000000,36.617111000000,37.312734000000,35.085928000000,42.389588000000
01/03/2001,48.850888000000,53.237143000000,48.850888000000,53.237143000000,51.789193000000,40.863052000000,62.099574000000,54.115363000000,59.117400000000,36.919269000000,55.612647000000,36.972223000000,36.417318000000,35.605128000000,36.902221000000,37.389455000000,35.011094000000,42.723104000000
01/04/2001,49.097309000000,53.493597000000,49.097309000000,53.493597000000,52.026419000000,41.152388000000,62.260800000000,54.391015000000,59.399158000000,36.921344000000,55.970238000000,37.182900000000,37.165237000000,36.535082000000,37.533590000000,37.172150000000,34.522787000000,42.952212000000
01/05/2001,49.209970000000,53.686532000000,49.209970000000,53.686532000000,52.182914000000,41.365126000000,62.340783000000,54.625233000000,59.633128000000,37.034855000000,56.243920000000,37.127908000000,37.568271000000,36.878849000000,37.973999000000,36.752439000000,33.408856000000,43.681001000000
01/06/2001,49.326364000000,53.858851000000,49.326364000000,53.858851000000,52.336139000000,41.471976000000,62.541457000000,54.817994000000,59.844517000000,37.138424000000,56.450020000000,37.124776000000,37.494941000000,36.737858000000,37.943809000000,36.805211000000,33.408759000000,43.824293000000
01/07/2001,49.198202000000,53.941922000000,49.198202000000,53.941922000000,52.294112000000,41.480705000000,62.440535000000,55.052480000000,60.089765000000,37.176237000000,56.738266000000,36.581590000000,37.162576000000,36.230452000000,37.723175000000,36.094496000000,32.202397000000,43.918755000000
01/08/2001,49.489688000000,54.121783000000,49.489688000000,54.121783000000,52.387025000000,41.509022000000,62.606220000000,55.335538000000,60.313613000000,37.582279000000,57.035344000000,37.078017000000,38.643472000000,39.330668000000,38.171849000000,35.806594000000,31.704062000000,43.973199000000
01/09/2001,49.950381000000,54.531405000000,49.950381000000,54.531405000000,52.502916000000,41.596424000000,62.750054000000,56.097097000000,60.604055000000,41.513076000000,57.216022000000,37.612218000000,39.365461000000,40.624651000000,38.529049000000,36.190890000000,32.320746000000,43.981823000000
01/10/2001,50.176135000000,54.668853000000,50.176135000000,54.668853000000,52.604426000000,41.774037000000,62.754143000000,56.276143000000,60.852075000000,41.533333000000,57.387242000000,38.000427000000,39.823396000000,41.433802000000,38.762983000000,36.523313000000,32.813583000000,44.057343000000
01/11/2001,50.365149000000,54.799507000000,50.365149000000,54.799507000000,52.698081000000,41.875508000000,62.833182000000,56.449805000000,61.042053000000,41.533888000000,57.602180000000,38.294274000000,39.493428000000,40.796944000000,38.628684000000,37.313748000000,34.087640000000,44.065629000000
01/12/2001,50.434899000000,54.930760000000,50.434899000000,54.930760000000,52.746364000000,41.912323000000,62.892622000000,56.680208000000,61.239318000000,41.533888000000,57.934061000000,38.236423000000,39.403552000000,40.200399000000,38.861450000000,37.281441000000,33.880942000000,44.324465000000
01/01/2002,50.900472000000,55.204765000000,50.900472000000,55.204765000000,52.853737000000,42.169420000000,62.813442000000,57.153169000000,61.626643000000,41.732013000000,58.568628000000,39.056706000000,40.482799000000,42.916375000000,38.897746000000,37.894946000000,33.593220000000,46.470676000000
01/02/2002,50.867750000000,55.595316000000,50.867750000000,55.595316000000,53.138681000000,42.448387000000,63.089812000000,57.666185000000,62.197386000000,41.879139000000,59.150218000000,38.177849000000,37.425548000000,35.330955000000,38.725982000000,38.751476000000,34.740261000000,46.871124000000
01/03/2002,51.127948000000,55.821658000000,51.127948000000,55.821658000000,53.279411000000,42.693526000000,63.096802000000,57.993315000000,62.530389000000,41.942637000000,59.556761000000,38.489415000000,37.454036000000,35.625618000000,38.584990000000,39.288268000000,35.482566000000,47.082782000000
01/04/2002,51.407235000000,56.020712000000,51.407235000000,56.020712000000,53.391138000000,42.830932000000,63.171366000000,58.295707000000,62.865571000000,41.950208000000,59.925252000000,38.911679000000,38.023379000000,37.330677000000,38.430793000000,39.593121000000,35.818161000000,47.347092000000
01/05/2002,51.511429000000,56.124318000000,51.511429000000,56.124318000000,53.424185000000,42.919331000000,63.135814000000,58.483767000000,63.171691000000,41.961703000000,60.069428000000,39.010559000000,38.382764000000,38.722977000000,38.132272000000,39.484477000000,35.513408000000,47.563243000000
01/06/2002,51.762586000000,56.195291000000,51.762586000000,56.195291000000,53.391904000000,42.887700000000,63.104537000000,58.679676000000,63.479513000000,42.024481000000,60.213214000000,39.606913000000,39.426004000000,41.448352000000,38.103685000000,39.724549000000,35.838425000000,47.669584000000
01/07/2002,51.911181000000,56.270828000000,51.911181000000,56.270828000000,53.346569000000,42.870388000000,63.027769000000,58.881911000000,63.748264000000,42.064057000000,60.415396000000,39.922885000000,40.309607000000,43.576342000000,38.209985000000,39.663774000000,35.710449000000,47.739919000000
